name,gt,pred,frames,PSNR,SSIM,LPIPS,CSIM
00003_color9,00003_color9.mp4,00003_color9.mp4,49,23.015105676006506,0.6774902550541625,0.29291227003749537,0.7797045665127891
00007_color9,00007_color9.mp4,00007_color9.mp4,49,22.992365250179606,0.7778225808727498,0.3294581856046404,0.8802880231215029
00014_color8,00014_color8.mp4,00014_color8.mp4,49,18.514050766227967,0.7040514909491247,0.31203693911737324,0.8052137445430366
00023_color8,00023_color8.mp4,00023_color8.mp4,49,18.95607059951715,0.7914596820364193,0.3087050212281091,0.8577531661306109
00036_color8,00036_color8.mp4,00036_color8.mp4,49,22.642161285868557,0.7721540295347875,0.29267351390147694,0.8240133621254746
00058_color9,00058_color9.mp4,00058_color9.mp4,49,22.092890182818596,0.7886084610102128,0.2691781314051881,0.8635581683139412
00215_color8,00215_color8.mp4,00215_color8.mp4,49,22.784377178068098,0.7831551335295852,0.2715092959756754,0.8874913940624315
00293_color9,00293_color9.mp4,00293_color9.mp4,49,21.209984771262683,0.8453456929751805,0.2772685563077732,0.8741163891188952
00329_color9,00329_color9.mp4,00329_color9.mp4,49,22.496469613307653,0.8170824172545452,0.27860547784639866,0.7883479145108437
00509_color9,00509_color9.mp4,00509_color9.mp4,49,21.37854043299593,0.7139617885862078,0.28440461003658724,0.8943221252791735
00526_color9,00526_color9.mp4,00526_color9.mp4,49,25.229053565634786,0.6200280487537384,0.30799081450214194,0.7851504622673502
00561_color9,00561_color9.mp4,00561_color9.mp4,49,22.283871531421493,0.7759459456618951,0.29690972943695226,0.8520738543296347
00567_color9,00567_color9.mp4,00567_color9.mp4,49,21.0374245068109,0.6167094938609065,0.33365788508434685,0.8319142521644125
01279_color9,01279_color9.mp4,01279_color9.mp4,49,18.22416296254727,0.7421842898641314,0.2677799296014163,0.8742792083292591
01738_color9,01738_color9.mp4,01738_color9.mp4,49,22.28845836327925,0.8335008986142217,0.21765941624738733,0.8415589940791227
01953_color8,01953_color8.mp4,01953_color8.mp4,49,18.68108757091866,0.7619020622603747,0.27063822487787326,0.8495149880039449
02368_color9,02368_color9.mp4,02368_color9.mp4,49,17.63017004525514,0.8279567190579006,0.2665866900767599,0.9108929658422664
02598_color9,02598_color9.mp4,02598_color9.mp4,49,22.915254481739705,0.8635721863532553,0.19529358936207636,0.8301789310513711
04484_color9,04484_color9.mp4,04484_color9.mp4,49,17.725095336168195,0.7302965278528175,0.29783785525633366,0.7887138845969219
rp_ellie_posed_013_BLD_color9,rp_ellie_posed_013_BLD_color9.mp4,rp_ellie_posed_013_BLD_color9.mp4,49,26.235664865221782,0.8000457226013651,0.2794118675650383,0.8110823315017077
rp_fabienne_posed_011_BLD_color9,rp_fabienne_posed_011_BLD_color9.mp4,rp_fabienne_posed_011_BLD_color9.mp4,49,18.545389797933012,0.7037053570455435,0.33065345792137846,0.8042262196540833
rp_frank_posed_014_BLD_color9,rp_frank_posed_014_BLD_color9.mp4,rp_frank_posed_014_BLD_color9.mp4,49,17.459058637199274,0.7342348913757168,0.2874225797701855,0.9177657122514686
rp_kai_posed_014_BLD_color9,rp_kai_posed_014_BLD_color9.mp4,rp_kai_posed_014_BLD_color9.mp4,49,19.188747225816062,0.7393129321993613,0.30628959576086123,0.8767020459077797
rp_kati_posed_005_BLD_color9,rp_kati_posed_005_BLD_color9.mp4,rp_kati_posed_005_BLD_color9.mp4,49,15.992501654095841,0.6093104378301271,0.2858930108498554,0.8223333796676324
rp_neil_posed_002_BLD_color8,rp_neil_posed_002_BLD_color8.mp4,rp_neil_posed_002_BLD_color8.mp4,49,19.457002175348798,0.8160623543116511,0.31148423148053034,0.8445972958389594
rp_posed_00120_02_OBJ_color9,rp_posed_00120_02_OBJ_color9.mp4,rp_posed_00120_02_OBJ_color9.mp4,49,20.286933815852237,0.7267138605215111,0.29899853163835954,0.8286270450572578
rp_posed_00121_34_OBJ_color9,rp_posed_00121_34_OBJ_color9.mp4,rp_posed_00121_34_OBJ_color9.mp4,49,22.088651141876092,0.7615453588719271,0.3440045388985653,0.8229982609651527
rp_posed_00319_05_OBJ_color9,rp_posed_00319_05_OBJ_color9.mp4,rp_posed_00319_05_OBJ_color9.mp4,49,20.168287357446022,0.7505532174694295,0.3081633317835477,0.8881600876243747
rp_posedplus_00069_07_OBJ_color9,rp_posedplus_00069_07_OBJ_color9.mp4,rp_posedplus_00069_07_OBJ_color9.mp4,49,21.46455934724067,0.77415147241281,0.2673644364184263,0.9038813989989611
rp_serena_posed_010_BLD_color9,rp_serena_posed_010_BLD_color9.mp4,rp_serena_posed_010_BLD_color9.mp4,49,24.20755818919473,0.8250526834507378,0.2753188047482043,0.7999002215813618
rp_toshiro_posed_021_BLD_color8,rp_toshiro_posed_021_BLD_color8.mp4,rp_toshiro_posed_021_BLD_color8.mp4,49,18.7731994196959,0.7944351446871855,0.29475278650619546,0.8827022204593736
rp_toshiro_posed_021_BLD_color9,rp_toshiro_posed_021_BLD_color9.mp4,rp_toshiro_posed_021_BLD_color9.mp4,49,22.446759116212267,0.7885448166302272,0.3030622165117945,0.8819877614780348
rp_toshiro_posed_036_BLD_color9,rp_toshiro_posed_036_BLD_color9.mp4,rp_toshiro_posed_036_BLD_color9.mp4,49,21.628235776275222,0.8190854167451664,0.2892157557059307,0.8890267549728861
