name,gt,pred,frames,PSNR,SSIM,LPIPS,CSIM
in_distr_0,gt_in_distr_video_0.mp4,in_distr_0.mp4,49,27.078113902138483,0.9336420200308975,0.06881532886502695,0.9286886903704429
in_distr_1,gt_in_distr_video_1.mp4,in_distr_1.mp4,49,25.00609632620879,0.9336516431399754,0.07165974165712084,0.946317407549644
in_distr_10,gt_in_distr_video_10.mp4,in_distr_10.mp4,49,21.200959046728556,0.8799062541552952,0.11945056307072542,0.9139353255836331
in_distr_11,gt_in_distr_video_11.mp4,in_distr_11.mp4,49,19.389565639275865,0.8666188631738935,0.1268807536333191,0.911804373166999
in_distr_12,gt_in_distr_video_12.mp4,in_distr_12.mp4,49,27.31620813881332,0.9171759303735227,0.0979074880632819,0.9133093600370445
in_distr_13,gt_in_distr_video_13.mp4,in_distr_13.mp4,49,27.317699816119756,0.9263518659435973,0.08313080280715106,0.911514934228391
in_distr_14,gt_in_distr_video_14.mp4,in_distr_14.mp4,49,20.829060922625057,0.872987683938474,0.1154272158687212,0.8549559213677231
in_distr_15,gt_in_distr_video_15.mp4,in_distr_15.mp4,49,19.830658115956002,0.9126117533567001,0.08727120942607218,0.9167951406264792
in_distr_16,gt_in_distr_video_16.mp4,in_distr_16.mp4,49,18.711452662805325,0.8738947802660416,0.1218527759976533,0.9352590648495421
in_distr_17,gt_in_distr_video_17.mp4,in_distr_17.mp4,49,20.515620565202656,0.8832518202917916,0.11599655122477182,0.9297142332913925
in_distr_18,gt_in_distr_video_18.mp4,in_distr_18.mp4,49,20.427918643549233,0.872445882583151,0.13382888752586988,0.9154863612992423
in_distr_19,gt_in_distr_video_19.mp4,in_distr_19.mp4,49,21.817456871625108,0.898438353927768,0.0955798118090143,0.8759864264604996
in_distr_2,gt_in_distr_video_2.mp4,in_distr_2.mp4,49,27.188036212188692,0.9178342940855999,0.10073185225530547,0.9329803306229261
in_distr_20,gt_in_distr_video_20.mp4,in_distr_20.mp4,49,22.376176108145398,0.9114446712999927,0.08311189733901803,0.9243740390758125
in_distr_21,gt_in_distr_video_21.mp4,in_distr_21.mp4,49,21.06254012532557,0.9216599671208129,0.09454895115020323,0.9119885040789234
in_distr_22,gt_in_distr_video_22.mp4,in_distr_22.mp4,49,23.121562661467998,0.9136907665096984,0.09904849308789992,0.9011976062035074
in_distr_23,gt_in_distr_video_23.mp4,in_distr_23.mp4,49,24.63626635057723,0.924320883896886,0.07951823599180396,0.9275112602175498
in_distr_24,gt_in_distr_video_24.mp4,in_distr_24.mp4,49,24.754702822413343,0.9098868674161483,0.0922733026043493,0.9021730058047236
in_distr_25,gt_in_distr_video_25.mp4,in_distr_25.mp4,49,23.763809077443725,0.8959143733491703,0.11101010958759153,0.8098646171238958
in_distr_26,gt_in_distr_video_26.mp4,in_distr_26.mp4,49,20.170062132593294,0.9140275923573241,0.0889875155170353,0.9034304010624788
in_distr_27,gt_in_distr_video_27.mp4,in_distr_27.mp4,49,26.514075191852694,0.8958288698780293,0.11006845092895079,0.924147408835742
in_distr_28,gt_in_distr_video_28.mp4,in_distr_28.mp4,49,24.074932028723318,0.9177755226894301,0.08299547585905814,0.8999614435799268
in_distr_29,gt_in_distr_video_29.mp4,in_distr_29.mp4,49,21.57211430253063,0.8980594265217684,0.1165999218213315,0.8692701434602543
in_distr_3,gt_in_distr_video_3.mp4,in_distr_3.mp4,49,20.449509977158918,0.8756122540454475,0.11509205431354289,0.9025044222267307
in_distr_30,gt_in_distr_video_30.mp4,in_distr_30.mp4,49,26.485106537569102,0.9219763996649761,0.07075163893097518,0.9077185720813518
in_distr_31,gt_in_distr_video_31.mp4,in_distr_31.mp4,49,20.81994449469173,0.8987332764936953,0.09072924116436316,0.915916987827846
in_distr_32,gt_in_distr_video_32.mp4,in_distr_32.mp4,49,20.200003707875737,0.8975018883238033,0.10624600505950499,0.9385091285316312
in_distr_33,gt_in_distr_video_33.mp4,in_distr_33.mp4,49,20.54716086578486,0.9118601022934427,0.10550305870722751,0.8896695618726769
in_distr_34,gt_in_distr_video_34.mp4,in_distr_34.mp4,49,18.429543558746797,0.8255869989492455,0.16554430971036152,0.8959465768872475
in_distr_35,gt_in_distr_video_35.mp4,in_distr_35.mp4,49,23.132757008389717,0.9034660884312221,0.10038314622883894,0.8375565093390795
in_distr_36,gt_in_distr_video_36.mp4,in_distr_36.mp4,49,21.29072489226776,0.8894819033389189,0.10996115629618265,0.8778136579357848
in_distr_37,gt_in_distr_video_37.mp4,in_distr_37.mp4,49,28.150915021713022,0.9251555155734627,0.06877478584647179,0.9393264456671111
in_distr_38,gt_in_distr_video_38.mp4,in_distr_38.mp4,49,29.417478268444956,0.9363872189911044,0.07397616677442376,0.939568677727057
in_distr_39,gt_in_distr_video_39.mp4,in_distr_39.mp4,49,16.495683087445194,0.8253155545312532,0.16891440733963128,0.8829287302737333
in_distr_4,gt_in_distr_video_4.mp4,in_distr_4.mp4,49,18.557168501198927,0.8352953219900325,0.15779872907667744,0.912588183977166
in_distr_40,gt_in_distr_video_40.mp4,in_distr_40.mp4,49,23.939689025239193,0.879840192746143,0.1400338260799038,0.911244628380756
in_distr_41,gt_in_distr_video_41.mp4,in_distr_41.mp4,49,21.30386465610767,0.8993092896986981,0.08973136270532803,0.9253898798202982
in_distr_42,gt_in_distr_video_42.mp4,in_distr_42.mp4,49,20.384254899741318,0.8604808851164214,0.12290104501405541,0.9223618993953783
in_distr_43,gt_in_distr_video_43.mp4,in_distr_43.mp4,49,22.65609346376596,0.8997877009060918,0.09900054221554679,0.917559160261738
in_distr_44,gt_in_distr_video_44.mp4,in_distr_44.mp4,49,22.942058384739816,0.8937254815685506,0.09547769095824689,0.9279403199954909
in_distr_45,gt_in_distr_video_45.mp4,in_distr_45.mp4,49,20.8773700551183,0.8506883991007902,0.1384872899067645,0.8921131734945336
in_distr_46,gt_in_distr_video_46.mp4,in_distr_46.mp4,49,19.0438365484472,0.8807540329135194,0.11417410568315156,0.9298184915464751
in_distr_47,gt_in_distr_video_47.mp4,in_distr_47.mp4,49,24.496272700734806,0.9269113735276826,0.08385480697057685,0.9236449319489148
in_distr_48,gt_in_distr_video_48.mp4,in_distr_48.mp4,49,18.662261284461252,0.8771266548001037,0.09588994693999388,0.8687564061612499
in_distr_49,gt_in_distr_video_49.mp4,in_distr_49.mp4,49,21.456988766183617,0.8701891874780461,0.11283113199229143,0.8984840378469351
in_distr_5,gt_in_distr_video_5.mp4,in_distr_5.mp4,49,22.269276719512316,0.8712985174996513,0.11013318681899383,0.9079619147339646
in_distr_6,gt_in_distr_video_6.mp4,in_distr_6.mp4,49,24.366767391329983,0.913217763511502,0.08261128917944674,0.8640216199719176
in_distr_7,gt_in_distr_video_7.mp4,in_distr_7.mp4,49,26.119186331040947,0.9207088448563401,0.09382690610934277,0.9171946900231498
in_distr_8,gt_in_distr_video_8.mp4,in_distr_8.mp4,49,21.424093595409722,0.883502226703021,0.09725618628518921,0.9526933553267498
in_distr_9,gt_in_distr_video_9.mp4,in_distr_9.mp4,49,13.402621371538723,0.689256878531709,0.2874067238703066,0.8374585545792872
