name,gt,pred,frames,PSNR,SSIM,LPIPS,CSIM
in_distr_0,gt_in_distr_video_0.mp4,in_distr_0.mp4,49,24.16757711957395,0.8414907674400174,0.1282339616089451,0.8820469878157791
in_distr_1,gt_in_distr_video_1.mp4,in_distr_1.mp4,49,19.70371594716747,0.8455002137592861,0.13692305267465357,0.9345987439155579
in_distr_10,gt_in_distr_video_10.mp4,in_distr_10.mp4,49,17.86455445979687,0.7349840901335891,0.23447710230034224,0.8923517733204122
in_distr_11,gt_in_distr_video_11.mp4,in_distr_11.mp4,49,15.300117551974644,0.7280950084024546,0.23730518440811002,0.8591757708666276
in_distr_12,gt_in_distr_video_12.mp4,in_distr_12.mp4,49,22.27153888724798,0.7991210185751623,0.19853515208375697,0.8966152655835055
in_distr_13,gt_in_distr_video_13.mp4,in_distr_13.mp4,49,19.7693642279494,0.7502495147744004,0.20879938263370065,0.8717537741271817
in_distr_14,gt_in_distr_video_14.mp4,in_distr_14.mp4,49,16.534242348727915,0.7467944317934464,0.21129266070011926,0.8592188650248002
in_distr_15,gt_in_distr_video_15.mp4,in_distr_15.mp4,49,16.173951552724027,0.8339072271269194,0.15356484891808764,0.887387673465573
in_distr_16,gt_in_distr_video_16.mp4,in_distr_16.mp4,49,16.407159881732433,0.7897377865655082,0.1913301907479763,0.9103349459414579
in_distr_17,gt_in_distr_video_17.mp4,in_distr_17.mp4,49,13.379127947073385,0.6380997020371106,0.3073473667763934,0.8773372124652473
in_distr_18,gt_in_distr_video_18.mp4,in_distr_18.mp4,49,16.474994379909553,0.7197032947929538,0.2610820399559274,0.8513450452259609
in_distr_19,gt_in_distr_video_19.mp4,in_distr_19.mp4,49,16.317674046466447,0.7422537706336196,0.2243211404705534,0.8332372234792126
in_distr_2,gt_in_distr_video_2.mp4,in_distr_2.mp4,49,24.566185108535983,0.8509859162933973,0.1723414724882768,0.9113515834419095
in_distr_20,gt_in_distr_video_20.mp4,in_distr_20.mp4,49,17.48095353935367,0.797018221446446,0.17585593351752174,0.8721093620572772
in_distr_21,gt_in_distr_video_21.mp4,in_distr_21.mp4,49,13.16424807650581,0.6504073739051819,0.2810686544648239,0.8865330036805601
in_distr_22,gt_in_distr_video_22.mp4,in_distr_22.mp4,49,17.124692078900505,0.6906656562065592,0.2689185042922594,0.8910238852306288
in_distr_23,gt_in_distr_video_23.mp4,in_distr_23.mp4,49,17.523079450883724,0.7984186410903931,0.18874551268408493,0.8801545817024854
in_distr_24,gt_in_distr_video_24.mp4,in_distr_24.mp4,49,18.52953527264473,0.7555403429634717,0.216722910957677,0.8357975276149049
in_distr_25,gt_in_distr_video_25.mp4,in_distr_25.mp4,49,19.205393105105195,0.7502869355435274,0.205636309573845,0.7982411031820336
in_distr_26,gt_in_distr_video_26.mp4,in_distr_26.mp4,49,12.091909406445128,0.674719146319798,0.2742973484707122,0.8615894037850049
in_distr_27,gt_in_distr_video_27.mp4,in_distr_27.mp4,49,25.92559475617733,0.8462456051184206,0.15154366757796736,0.8975270475660052
in_distr_28,gt_in_distr_video_28.mp4,in_distr_28.mp4,49,18.343664750825507,0.7779653887359463,0.19641295858487792,0.8873893326642562
in_distr_29,gt_in_distr_video_29.mp4,in_distr_29.mp4,49,18.468134979220743,0.8148391380601999,0.19683379010886562,0.8129046997245477
in_distr_3,gt_in_distr_video_3.mp4,in_distr_3.mp4,49,13.756544011658315,0.6736289688519069,0.28040398208766565,0.8607614782391763
in_distr_30,gt_in_distr_video_30.mp4,in_distr_30.mp4,49,22.84560606413675,0.8429760446353834,0.1419896500147119,0.8912377710245094
in_distr_31,gt_in_distr_video_31.mp4,in_distr_31.mp4,49,12.611483398315597,0.6570014235924702,0.2895232759111998,0.8567047046155346
in_distr_32,gt_in_distr_video_32.mp4,in_distr_32.mp4,49,13.628517210578647,0.6953544154459116,0.27457998404089284,0.9069107710098734
in_distr_33,gt_in_distr_video_33.mp4,in_distr_33.mp4,49,12.438195385183143,0.6638933456673914,0.2835935687228125,0.8111655699963473
in_distr_34,gt_in_distr_video_34.mp4,in_distr_34.mp4,49,15.965926731232697,0.6972558571367847,0.2705793637706309,0.8488572750772748
in_distr_35,gt_in_distr_video_35.mp4,in_distr_35.mp4,49,18.592675411695012,0.7934800240458274,0.19100792979707523,0.7921403086915308
in_distr_36,gt_in_distr_video_36.mp4,in_distr_36.mp4,49,16.78663261885875,0.7540786862373352,0.22251349307444632,0.8414703741365549
in_distr_37,gt_in_distr_video_37.mp4,in_distr_37.mp4,49,24.232212435049448,0.8516067546241137,0.12278530130885085,0.9259163798118124
in_distr_38,gt_in_distr_video_38.mp4,in_distr_38.mp4,49,25.13277132991869,0.8549389766187084,0.13378811901321216,0.8857135979496703
in_distr_39,gt_in_distr_video_39.mp4,in_distr_39.mp4,49,14.76282174109416,0.7384624335230613,0.25689506568774884,0.8675729705362903
in_distr_4,gt_in_distr_video_4.mp4,in_distr_4.mp4,49,13.905904024220822,0.6488842015363732,0.30084330208447513,0.8627057148485767
in_distr_40,gt_in_distr_video_40.mp4,in_distr_40.mp4,49,20.48277323191681,0.7564264438590225,0.25462127028375253,0.8591994448583953
